"Depth","Key","Kind","Result Type"
"1","GetID","Function","uint32"
"1","GetSecondCountry","Function",""
"1","GetSecondCountry","Promote","Country"
"1","GetTooltipTag","Function","CString"
"1","Self","Function",""
"0","DiscriminationTrait","Type",""
"1","AccessSelf","Function",""
"1","GetCulturesDesc","Function","CString"
"1","GetName","Function","CString"
"1","GetReligionsDesc","Function","CString"
"1","GetTooltipTag","Function","CString"
"1","IsCulturalTrait","Function","bool"
"1","Self","Function",""
"0","DockableLayout","Type",""
"1","AccessSelf","Function",""
"1","GetName","Function","CString"
"1","Self","Function",""
"0","DockableLayoutManager","Type",""
"1","AccessActiveLayout","Function",""
"1","AccessActiveLayout","Promote","DockableLayout"
"1","AccessLayoutSearchList","Function",""
"1","AccessLayoutSearchList","Promote","ToolPropertySearchList"
"1","AccessLayouts","Function",""
"1","AccessSelectedLayout","Function",""
"1","AccessSelectedLayout","Promote","DockableLayout"
"1","AccessSelf","Function",""
"1","DeleteUserLayout","Function","void"
"1","SaveAsNewUserLayout","Function","void"
"1","SaveUserLayout","Function","void"
"1","Self","Function",""
"1","SwitchToSelectedLayout","Function","void"
"0","DockableWindow","Type",""
"1","AccessSelf","Function",""
"1","Close","Function","void"
"1","IsHidden","Function","bool"
"1","IsMoving","Function","bool"
"1","Position","Function","CVector2f"
"1","ResizeHandleSize","Function","CVector2f"
"1","Self","Function",""
"1","Size","Function","CVector2f"
"1","Title","Function","CString"
"1","WidgetPosition","Function","CVector2f"
"1","WidgetSize","Function","CVector2f"
"0","DoubleToFloat","Function","float"
"0","DrawCmdsList","Type",""
"1","AccessSelf","Function",""
"1","GetAttachmentInfo","Function","CString"
"1","GetDrawNumber","Function","CString"
"1","GetFormat","Function","CString"
"1","GetResolution","Function","CString"
"1","GetSize","Function","uint64"
"1","GetTextureName","Function",""
"1","GetZoneName","Function","CString"
"1","IsCaptured","Function","bool"
"1","Self","Function",""
"0","DrawCmdsViewer","Type",""
"1","AccessSelf","Function",""
"1","CaptureFrame","Function","void"
"1","ClearCapture","Function","void"
"1","DecrementCapturedDrawCount","Function","void"
"1","DecrementCapturedDrawNumberOffset","Function","void"
"1","GetCapturedDrawCount","Function","uint32"
"1","GetCapturedDrawNumberOffset","Function","uint32"
"1","GetCapturedFrameNumber","Function","uint32"
"1","GetDrawCommandData","Function",""
"1","IncrementCapturedDrawCount","Function","void"
"1","IncrementCapturedDrawNumberOffset","Function","void"
"1","Self","Function",""
"1","SetDrawCount","Function","void"
"1","SetDrawOffset","Function","void"
"0","ELECTION","Promote","Election"
"0","EMPLOYEE_TRANSFER","Promote","EmployeeTransfer"
"0","ENEMY_COUNTRY","Promote","Country"
"0","ERA","Promote","Era"
"0","EVENT","Promote","Event"
"0","Election","Type",""
"1","AccessSelf","Function",""
"1","GetCountry","Function",""
"1","GetCountry","Promote","Country"
"1","GetCountryName","Function","CString"
"1","GetDateFormatted","Function","CString"
"1","GetIndependentIGs","Function",""
"1","GetLastElectionDateDesc","Function","CString"
"1","GetLastElectionYearRaw","Function","int32"
"1","GetNextElectionYearRaw","Function","int32"
"1","GetParties","Function",""
"1","GetTitle","Function","CString"
"1","GetTooltipTag","Function","CString"
"1","GetTotalVotersRaw","Function","int32"
"1","IsInCampaignPeriod","Function","bool"
"1","Self","Function",""
"0","ElectionPanel","Type",""
"1","AccessSelf","Function",""
"1","GetElection","Function",""
"1","GetElection","Promote","Election"
"1","GetVotesGraphDateEnd","Function","CString"
"1","GetVotesGraphDateStart","Function","CString"
"1","GetVotesGraphMax","Function","CFixedPoint"
"1","Self","Function",""
"0","EmitterNodeWindow","Type",""
"1","AccessSelf","Function",""
"1","AddUserData","Function","void"
"1","Self","Function",""
"0","EmployeeTransfer","Type",""
"1","AccessSelf","Function",""
"1","GetIlliterate","Function","int32"
"1","GetLiterate","Function","int32"
"1","GetNewEmployment","Promote","BuildingType"
"1","GetNewPopType","Promote","PopType"
"1","GetOldEmployment","Promote","BuildingType"
"1","GetOldPopType","Promote","PopType"
"1","GetTooltipTag","Function","CString"
"1","GetTotal","Function","int32"
"1","Self","Function",""
"0","EmptyScope","Promote","TopScope"
"0","Encyclopedia","Type",""
"1","AccessCurrentPage","Function",""
"1","AccessCurrentPage","Promote","EncyclopediaPage"
"1","AccessPages","Function",""
"1","AccessSelf","Function",""
"1","CanFilterFromHistoryBack","Function","bool"
"1","CanFilterFromHistoryForward","Function","bool"
"1","FilterFromHistoryBack","Function","void"
"1","FilterFromHistoryForward","Function","void"
"1","GetAllPage","Function",""
"1","GetAllPage","Promote","EncyclopediaPage"
"1","GetCurrentPage","Function",""
"1","GetCurrentPage","Promote","EncyclopediaPage"
"1","GetPages","Function",""
"1","GetViewedEntries","Function",""
"1","Hide","Function","void"
"1","IsShown","Function","bool"
"1","Self","Function",""
"1","SetCurrentPage","Function","void"
"1","ViewAllEntries","Function","void"
"0","EncyclopediaEntry","Type",""
"1","AccessSelf","Function",""
"1","GetBody","Function","CString"
"1","GetFrame","Function","int32"
"1","GetFrameSize","Function","CVector2i"
"1","GetImage","Function",""
"1","GetTitle","Function","CString"
"1","HasImage","Function","bool"
"1","Self","Function",""
"0","EncyclopediaEntryView","Type",""
"1","AccessSelf","Function",""
"1","Get","Function",""
"1","Get","Promote","EncyclopediaEntry"
"1","Self","Function",""
"0","EncyclopediaPage","Type",""
"1","AccessSelf","Function",""
"1","FilterFromText","Function","void"
"1","GetTitle","Function","CString"
"1","ResetFilter","Function","void"
"1","SearchFromEnteredText","Function","void"
"1","Self","Function",""
"0","EndPrepConfirm","Type",""
"1","AccessSelf","Function",""
"1","Cancel","Function","void"
"1","Confirm","Function","void"
"1","Self","Function",""
"0","EntityEditor","Type",""
"1","AccessSelf","Function",""
"1","AddAudioLayer","Function","void"
"1","AddEntityRemovalLayer","Function","void"
"1","AddEntitySpawnLayer","Function","void"
"1","AddKeyframeOnMouseToHoveredLane","Function","void"
"1","AddKeyframeOnNeedleToHoveredLane","Function","void"
"1","AddVfxLayer","Function","void"
"1","CanInteract","Function","bool"
"1","CurrentAnimationMax","Function","float"
"1","DeleteKeyframe","Function","void"
"1","Entity","Function",""
"1","Entity","Promote","ViewerEntity"
"1","FitCamera","Function","void"
"1","GetLastAutoSaveDuration","Function","double"
"1","GetLastAutoSaveTimestamp","Function",""
"1","HasEntities","Function","bool"
"1","HasEntity","Function","bool"
"1","HasLastSaveTimestamp","Function","bool"
"1","IsAutoSaving","Function","bool"
"1","IsGridVisible","Function","bool"
"1","IsLoading","Function","bool"
"1","IsScrubbing","Function","bool"
"1","IsWorldMuted","Function","bool"
"1","MovePlayerWithKeyframe","Function","bool"
"1","OnAddLayerClick","Function","void"
"1","OnKeyframeClick","Function","void"
"1","OnKeyframeMove","Function","void"
"1","OnKeyframePressed","Function","void"
"1","OnKeyframeReleased","Function","void"
"1","OnKeyframeRightClick","Function","void"
"1","OnLayerRightClick","Function","void"
"1","OnScrubEnd","Function","void"
"1","OnScrubStart","Function","void"
"1","OpenEventEditor","Function","void"
"1","SaveChanges","Function","void"
"1","ScrubPlayer","Function","void"
"1","Self","Function",""
"1","SetClickedLane","Function","void"
"1","SetMovePlayerWithKeyframe","Function","void"
"1","ToggleGridVisible","Function","void"
"1","ToggleMovePlayerWithKeyframe","Function","void"
"1","ToggleMuteWorld","Function","void"
"0","EntityEditorAudioEventHandler","Type",""
"1","AccessSelf","Function",""
"1","AddSoundParamter","Function","void"
"1","RemoveLastSoundParameter","Function","void"
"1","Self","Function",""
"0","EntityEditorEventLayer","Type",""
"1","AccessSelf","Function",""
"1","AddStartEventKeyframe","Function","void"
"1","HasKeyframes","Function","bool"
"1","IsExpanded","Function","bool"
"1","IsHovered","Function","bool"
"1","Keyframes","Function",""
"1","Self","Function",""
"1","SetHovered","Function","void"
"1","Title","Function",""
"1","ToggleExpanded","Function","void"
"0","EntityEditorEventLayerPtr","Type",""
"1","Access","Function",""
"1","Access","Promote","EntityEditorEventLayer"
"1","AccessSelf","Function",""
"1","Self","Function",""
"0","EntityEditorKeyframe","Type",""
"1","AccessSelf","Function",""
"1","HasEvent","Function","bool"
"1","IsHovered","Function","bool"
"1","IsSelected","Function","bool"
"1","IsStartEvent","Function","bool"
"1","KeyframeColor","Function","CVector4f"
"1","Label","Function","CString"
"1","Self","Function",""
"1","SetHovered","Function","void"
"1","SetSelected","Function","void"
"1","TimePoint","Function","float"
"0","EntityEditorTimelineState","Type",""
"1","AccessSelf","Function",""
"1","AnimationLength","Function","float"
"1","KeyframeLayers","Function",""
"1","Name","Function",""
"1","Self","Function",""
"0","EntityViewerProperties","Type",""
"1","AccessSelf","Function",""
"1","IsEnvSelected","Function","bool"
"1","IsMeshSelected","Function","bool"
"1","SelectEnvWindow","Function","void"
"1","SelectMeshWindow","Function","void"
"1","Self","Function",""
"0","EnumSettingEntry","Type",""
"1","AccessSelf","Function",""
"1","AccessSetting","Function",""
"1","GetEnumString","Function","CString"
"1","GetGUIName","Function","CUTF8String"
"1","GetRecommendedText","Function","CString"
"1","GetTooltip","Function","CUTF8String"
"1","IsSelected","Function","bool"
"1","Self","Function",""
"0","EqualTo_CFixedPoint","Function","bool"
"0","EqualTo_CVector2f","Function","bool"
"0","EqualTo_float","Function","bool"
"0","EqualTo_int32","Function","bool"
"0","EqualTo_string","Function","bool"
"0","EqualTo_uint32","Function","bool"
"0","Era","Type",""
"1","AccessSelf","Function",""
"1","GetName","Function","CString"
"1","GetNumber","Function","CString"
"1","GetTechnologyCost","Function","int32"
"1","GetTooltipTag","Function","CString"
"1","Self","Function",""
"0","ErrorDeer","Type",""
"1","AccessSelf","Function",""
"1","GetTooltip","Function","CString"
"1","HasErrors","Function","bool"
"1","HasSlowTicks","Function","bool"
"1","NumberOrErrors","Function","int32"
"1","OpenErrorLog","Function","void"
"1","Self","Function",""
"0","ErrorMessageBox","Type",""
"1","AccessSelf","Function",""
"1","GetErrorMessage","Function","CUTF8String"
"1","Hide","Function","void"
"1","Self","Function",""
"1","Show","Function","void"
"0","Ethnicity","Type",""
"1","AccessSelf","Function",""
"1","GetName","Function","CString"
"1","IsVisible","Function","bool"
"1","Self","Function",""
"0","EthnicityItem","Type",""
"1","AccessSelf","Function",""
"1","GetName","Function","CString"
"1","Self","Function",""
"0","Event","Type",""
"1","AccessSelf","Function",""
"1","AccessState","Function",""
"1","AccessState","Promote","State"
"1","GetDescription","Function","CString"
"1","GetEventIcon","Function",""
"1","GetFlavor","Function","CString"
"1","GetIcon","Promote","EventIcon"
"1","GetKey","Function","CString"
"1","GetNumRemainingDays","Function","int32"
"1","GetOnCreatedSoundEvent","Function",""
"1","GetOnOpenedSoundEvent","Function",""
"1","GetPercentageRemainingDays","Function","float"
"1","GetRemainingDays","Function","CString"
"1","GetState","Function",""
"1","GetState","Promote","State"
"1","GetTexture","Function",""
"1","GetTitle","Function","CString"
"1","GetTooltip","Function","CString"
"1","GetTooltipTag","Function","CString"
"1","GetTopScope","Promote","TopScope"
"1","GetTriggerDesc","Function","CString"
"1","GetVideo","Function","CString"
"1","HasTexture","Function","bool"
"1","HasVideo","Function","bool"
"1","OpenInEditor","Function","void"
"1","Self","Function",""
"0","EventIcon","Type",""
"1","AccessSelf","Function",""
"1","GetCharacter","Promote","Character"
"1","GetCountry","Promote","Country"
"1","GetTexture","Function",""
"1","IsCoatOfArms","Function","bool"
"1","IsPortrait","Function","bool"
"1","IsTexture","Function","bool"
"1","IsVisible","Function","bool"
"1","Self","Function",""
"0","EventLayerForEntityEditor","Type",""
"1","AccessSelf","Function",""
"1","HasKeyframes","Function","bool"
"1","IsHovered","Function","bool"
"1","Keyframes","Function",""
"1","Self","Function",""
"1","SetHovered","Function","void"
"0","EventMarker","Type",""
"1","AccessAnyEvent","Function",""
"1","AccessAnyEvent","Promote","Event"
"1","AccessSelf","Function",""
"1","GetAnyEvent","Function",""
"1","GetAnyEvent","Promote","Event"
"1","GetPosition","Function","CVector2f"
"1","GetTexture","Function",""
"1","Self","Function",""
"0","EventMarkerListItem","Type",""
"1","AccessSelf","Function",""
"1","GetDescription","Function","CString"
"1","Self","Function",""
"0","EventOption","Type",""
"1","AccessSelf","Function",""
"1","GetDesc","Function","CString"
"1","GetText","Function","CString"
"1","IsDefaultOption","Function","bool"
"1","IsEnabled","Function","bool"
"1","IsHighlightedOption","Function","bool"
"1","Select","Function","void"
"1","Self","Function",""
"0","EventTargetSetupContext","Type",""
"1","AccessSelf","Function",""
"1","AccessVariableLists","Promote","VariableListStore"
"1","AccessVariables","Promote","VariableStore"
"1","Self","Function",""
"0","EventWindow","Type",""
"1","AccessEvent","Function",""
"1","AccessEvent","Promote","Event"
"1","AccessSelf","Function",""
"1","GetDescription","Function","CString"
"1","GetEvent","Function",""
"1","GetEvent","Promote","Event"
"1","GetFlavor","Function","CString"
"1","GetOptions","Function",""
"1","GetTitle","Function","CString"
"1","GetTitleTooltip","Function","CString"
"1","Self","Function",""
"0","Execute","Function","void"
"0","ExecuteConsoleCommand","Function","void"
"0","ExecuteConsoleCommands","Function","void"
"0","ExecuteConsoleCommandsForced","Function","void"
"0","ExportTool","Type",""
"1","AccessSelf","Function",""
"1","CanExport","Function","bool"
"1","Cancel","Function","void"
"1","CurrentProgress","Function","float"
"1","CurrentProgressDesc","Function","CString"
"1","Export","Function","void"
"1","GetHeightmapTexture","Function",""
"1","GetMaskEffect","Function",""
"1","GetNotes","Function","CString"
"1","GetSelectedMaskIndex","Function","CVector2i"
"1","GetTexture","Function",""
"1","HasMasks","Function","bool"
"1","IsExporting","Function","bool"
"1","MaxProgress","Function","float"
"1","Refresh","Function","void"
"1","Self","Function",""
"1","SetExportNotes","Function","void"
"1","SetSelectedMaskIndex","Function","void"
"0","EyeDropper","Type",""
"1","AccessSelf","Function",""
"1","GetHoverSample","Promote","MaterialsSample"
"1","IsEnabled","Function","bool"
"1","PackedSamples","Function",""
"1","PackedSamplesDynamic","Function",""
"1","Self","Function",""
"1","SetEnabled","Function","void"
"0","EyeDropperPackedSample","Type",""
"1","AccessSelf","Function",""
"1","GetChannel","Function","CString"
"1","GetSample","Promote","MaterialEntry"
"1","Self","Function",""
"0","FIRSTMARKET","Promote","Market"
"0","FRONT","Promote","Front"
"0","FRONTPARTICIPANT","Promote","FrontParticipant"
"0","FeedMessageItem","Type",""
"1","AccessSelf","Function",""
"1","Delete","Function","void"
"1","EndAnimation","Function","void"
"1","GetNotification","Function",""
"1","GetNotification","Promote","Notification"
"1","GetTimeoutTimer","Function",""
"1","GetTimeoutTimer","Promote","PieTimer"
"1","IsExpanded","Function","bool"
"1","IsSetToDelete","Function","bool"
"1","MarkToDelete","Function","void"
"1","OnCollapseFinished","Function","void"
"1","OnExpandFinished","Function","void"
"1","Self","Function",""
"1","ShouldCollapseAuto","Function","bool"
"1","ShouldCollapseFromClick","Function","bool"
"1","ShouldExpandAuto","Function","bool"
"1","ShouldExpandFromClick","Function","bool"
"1","StartAnimation","Function","void"
"1","ToggleExpand","Function","void"
"0","FilterablePropertyList","Type",""
"1","AccessSelf","Function",""
"1","ClearSearchText","Function","void"
"1","Filter","Function","void"
"1","GetPropertiesLabel","Function","CString"
"1","GetSearchText","Function","CUTF8String"
"1","Search","Function","void"
"1","Self","Function",""
"0","FixedPointToFloat","Function","float"
"0","FixedPointToInt","Function","int32"
"0","FixedPointToProgressbarValue","Function","float"
"0","FocusCameraOnCityOutOfState","Function","void"
"0","Friend","Type",""
"1","AccessSelf","Function",""
"1","GetAvailabilityString","Function","CUTF8String"
"1","GetName","Function","CUTF8String"
"1","GetNameWithColor","Function","CUTF8String"
"1","GetUnreadMessageCount","Function","int32"
"1","HasUnreadMessages","Function","bool"
"1","RemoveWithConfirmation","Function","void"
"1","Self","Function",""
"1","StartChat","Function","void"
"0","FriendListWindow","Type",""
"1","AccessSelf","Function",""
"1","Hide","Function","void"
"1","Self","Function",""
"1","ShouldBeShown","Function","bool"
"1","Show","Function","void"
"1","ShowAddFriendWindow","Function","void"
"0","FriendRequest","Type",""
"1","Accept","Function","void"
"1","AccessSelf","Function",""
"1","GetName","Function","CUTF8String"
"1","Reject","Function","void"
"1","Self","Function",""
"0","FriendSearchResult","Type",""
"1","AccessSelf","Function",""
"1","AddFriend","Function","void"
"1","GetName","Function","CUTF8String"
"1","Self","Function",""
"0","Friends","Type",""
"1","AccessAvailabilityEntries","Function",""
"1","AccessFriendRequests","Function",""
"1","AccessFriendSearchResults","Function",""
"1","AccessFriends","Function",""
"1","AccessOutgoingFriendRequests","Function",""
"1","AccessSelf","Function",""
"1","CalcNumberOfOnlineFriends","Function","int32"
"1","GetAvailabilityStringForLocalAccount","Function","CUTF8String"
"1","GetLocalProfileName","Function","CUTF8String"
"1","GetSearchString","Function","CUTF8String"
"1","GetSelectedAvailabilityEntryIndex","Function","CVector2i"
"1","HasIngoingFriendRequests","Function","bool"
"1","HasOutgoingFriendRequests","Function","bool"
"1","Search","Function","void"
"1","Self","Function",""
"1","SetSearchString","Function","void"
"1","SetSelectedAvailabilityEntryIndex","Function","void"
"1","UpdateFriends","Function","void"
"0","Front","Type",""
"1","AccessActiveBattles","Function",""
"1","AccessAllBattles","Function",""
"1","AccessDiplomaticPlay","Function",""
"1","AccessDiplomaticPlay","Promote","DiplomaticPlay"
"1","AccessEndedBattles","Function",""
"1","AccessFirstAdvancingCommanders","Function",""
"1","AccessFirstCountries","Function",""
"1","AccessFirstParticipants","Function",""
"1","AccessFirstTheater","Function",""
"1","AccessFirstTheater","Promote","Theater"
"1","AccessLeftCountries","Function",""
"1","AccessLeftParticipants","Function",""
"1","AccessLeftPlayerGenerals","Function",""
"1","AccessLeftTheater","Function",""
"1","AccessLeftTheater","Promote","Theater"
"1","AccessLeftTopFiveGenerals","Function",""
"1","AccessParticipants","Function",""
"1","AccessParticipantsFrom","Function",""
"1","AccessParticipantsNotFrom","Function",""
"1","AccessRightCountries","Function",""
"1","AccessRightParticipants","Function",""
"1","AccessRightPlayerGenerals","Function",""
"1","AccessRightTheater","Function",""
"1","AccessRightTheater","Promote","Theater"
"1","AccessRightTopFiveGenerals","Function",""
"1","AccessSecondAdvancingCommanders","Function",""
"1","AccessSecondCountries","Function",""
"1","AccessSecondParticipants","Function",""
"1","AccessSecondTheater","Function",""
"1","AccessSecondTheater","Promote","Theater"
"1","AccessSelf","Function",""
"1","GetAdvantageFrame","Function","int32"
"1","GetAverageLeftBattalionDefenseRaw","Function","CFixedPoint"
"1","GetAverageLeftBattalionOffenseRaw","Function","CFixedPoint"
"1","GetAverageRightBattalionDefenseRaw","Function","CFixedPoint"
"1","GetAverageRightBattalionOffenseRaw","Function","CFixedPoint"
"1","GetChanceToBePickedToAdvance","Function","CFixedPoint"
"1","GetCombatUnitsIcon","Function","CString"
"1","GetCustom","Function","CString"
"1","GetDesc","Function","CString"
"1","GetFirstAdvanceProgress","Function","CFixedPoint"
"1","GetFirstAdvanceProgressPercent","Function","CFixedPoint"
"1","GetFirstCommanderAdvanceBreakdown","Function","CString"
"1","GetFirstCommanderAdvanceIncrementRaw","Function","CFixedPoint"
"1","GetFirstLeadingCommander","Function",""
"1","GetFirstLeadingCommander","Promote","Character"
"1","GetFirstLeadingCountry","Function",""
"1","GetFirstLeadingCountry","Promote","Country"
"1","GetFirstMobilizationRatioRaw","Function","CFixedPoint"
"1","GetFirstTheater","Function",""
"1","GetFirstTheater","Promote","Theater"
"1","GetID","Function","uint32"
"1","GetLeftCombatUnitsMoraleFromGeneralsDesc","Function","CString"
"1","GetLeftCombatUnitsMoraleFromGeneralsRaw","Function","CFixedPoint"
"1","GetLeftGarrisonUnitsMoraleDesc","Function","CString"
"1","GetLeftGarrisonUnitsMoraleRaw","Function","CFixedPoint"
"1","GetLeftNumBattalionsBeyondTopFiveGenerals","Function","int32"
"1","GetLeftNumBattalionsBeyondTopFiveGeneralsTooltip","Function","CString"
"1","GetLeftNumGeneralsBeyondTopFiveGenerals","Function","int32"
"1","GetLeftNumGeneralsBeyondTopFiveGeneralsTooltip","Function","CString"
"1","GetMobilizedLeftCombatUnitsMoraleDesc","Function","CString"
"1","GetMobilizedLeftCombatUnitsMoraleRaw","Function","CFixedPoint"
"1","GetMobilizedLeftGarrisonUnitsMoraleDesc","Function","CString"
"1","GetMobilizedLeftGarrisonUnitsMoraleRaw","Function","CFixedPoint"
"1","GetMobilizedRightCombatUnitsMoraleDesc","Function","CString"
"1","GetMobilizedRightCombatUnitsMoraleRaw","Function","CFixedPoint"
"1","GetMobilizedRightGarrisonUnitsMoraleDesc","Function","CString"
"1","GetMobilizedRightGarrisonUnitsMoraleRaw","Function","CFixedPoint"
"1","GetName","Function","CString"
"1","GetNameNoFormatting","Function","CString"
"1","GetNumFirstAdvancingUnitsFormatted","Function","CString"
"1","GetNumFirstCombatUnits","Function","int32"
"1","GetNumFirstCombatUnitsBreakdown","Function","CString"
"1","GetNumFirstCombatUnitsTooltip","Function","CString"
"1","GetNumFirstCombatUnitsTravelingBreakdown","Function","CString"
"1","GetNumFirstCombatUnitsTravelingRaw","Function","int32"
"1","GetNumFirstCombatUnitsTravelingTooltip","Function","CString"
"1","GetNumFirstDefendingUnitsFormatted","Function","CString"
"1","GetNumFirstGarrisonUnitsFormatted","Function","CString"
"1","GetNumFirstGarrisonUnitsRaw","Function","int32"
"1","GetNumFirstNonPlayerCombatUnitsBreakdown","Function","CString"
"1","GetNumFirstNonPlayerCombatUnitsRaw","Function","int32"
"1","GetNumFirstNonPlayerCombatUnitsTravelingBreakdown","Function","CString"
"1","GetNumFirstNonPlayerCombatUnitsTravelingRaw","Function","int32"
"1","GetNumLeftCombatUnitsFromGeneralsBreakdown","Function","CString"
"1","GetNumLeftCombatUnitsFromGeneralsRaw","Function","int32"
"1","GetNumLeftGarrisonUnitsBreakdown","Function","CString"
"1","GetNumLeftGarrisonUnitsRaw","Function","int32"
"1","GetNumMobilizedLeftCombatUnitsBreakdown","Function","CString"
"1","GetNumMobilizedLeftCombatUnitsRaw","Function","int32"
"1","GetNumMobilizedLeftGarrisonUnitsBreakdown","Function","CString"
"1","GetNumMobilizedLeftGarrisonUnitsRaw","Function","int32"
"1","GetNumMobilizedRightCombatUnitsBreakdown","Function","CString"
"1","GetNumMobilizedRightCombatUnitsRaw","Function","int32"
"1","GetNumMobilizedRightGarrisonUnitsBreakdown","Function","CString"
"1","GetNumMobilizedRightGarrisonUnitsRaw","Function","int32"
"1","GetNumRightCombatUnitsFromGeneralsBreakdown","Function","CString"
"1","GetNumRightCombatUnitsFromGeneralsRaw","Function","int32"
"1","GetNumRightGarrisonUnitsBreakdown","Function","CString"
"1","GetNumRightGarrisonUnitsRaw","Function","int32"
"1","GetNumSecondAdvancingUnitsFormatted","Function","CString"
"1","GetNumSecondCombatUnits","Function","int32"
"1","GetNumSecondCombatUnitsBreakdown","Function","CString"
"1","GetNumSecondCombatUnitsTooltip","Function","CString"
"1","GetNumSecondCombatUnitsTravelingBreakdown","Function","CString"
"1","GetNumSecondCombatUnitsTravelingRaw","Function","int32"
"1","GetNumSecondCombatUnitsTravelingTooltip","Function","CString"
"1","GetNumSecondDefendingUnitsFormatted","Function","CString"
"1","GetNumSecondGarrisonUnitsFormatted","Function","CString"
"1","GetNumSecondGarrisonUnitsRaw","Function","int32"
"1","GetNumSecondNonPlayerCombatUnitsBreakdown","Function","CString"
"1","GetNumSecondNonPlayerCombatUnitsRaw","Function","int32"
"1","GetNumSecondNonPlayerCombatUnitsTravelingBreakdown","Function","CString"
"1","GetNumSecondNonPlayerCombatUnitsTravelingRaw","Function","int32"
"1","GetNumUnits","Function","int32"
"1","GetNumUnitsTooltip","Function","CString"
"1","GetPlayerAdvantageDesc","Function","CString"
"1","GetPlayerAdvantageRaw","Function","int32"
"1","GetRequiredAdvanceProgressForBattle","Function","CFixedPoint"
"1","GetRightCombatUnitsMoraleFromGeneralsDesc","Function","CString"
"1","GetRightCombatUnitsMoraleFromGeneralsRaw","Function","CFixedPoint"
"1","GetRightGarrisonUnitsMoraleDesc","Function","CString"
"1","GetRightGarrisonUnitsMoraleRaw","Function","CFixedPoint"
"1","GetRightNumBattalionsBeyondTopFiveGenerals","Function","int32"
"1","GetRightNumBattalionsBeyondTopFiveGeneralsTooltip","Function","CString"
"1","GetRightNumGeneralsBeyondTopFiveGenerals","Function","int32"
"1","GetRightNumGeneralsBeyondTopFiveGeneralsTooltip","Function","CString"
"1","GetSecondAdvanceProgress","Function","CFixedPoint"
"1","GetSecondAdvanceProgressPercent","Function","CFixedPoint"
"1","GetSecondCommanderAdvanceBreakdown","Function","CString"
"1","GetSecondCommanderAdvanceIncrementRaw","Function","CFixedPoint"
"1","GetSecondLeadingCommander","Function",""
"1","GetSecondLeadingCommander","Promote","Character"
"1","GetSecondLeadingCountry","Function",""
"1","GetSecondLeadingCountry","Promote","Country"
"1","GetSecondMobilizationRatioRaw","Function","CFixedPoint"
"1","GetSecondTheater","Function",""
"1","GetSecondTheater","Promote","Theater"
"1","GetTooltipTag","Function","CString"
"1","HasFirstLeadingCommander","Function","bool"
"1","HasSecondLeadingCommander","Function","bool"
"1","IsBeingHighlighted","Function","bool"
"1","IsBeingTutorialHighlighted","Function","bool"
"1","IsFirstPlayerSide","Function","bool"
"1","IsParticipantInFirst","Function","bool"
"1","IsParticipantInSecond","Function","bool"
"1","IsSecondPlayerSide","Function","bool"
"1","IsUndefendedBy","Function","bool"
"1","Self","Function",""
"1","ShouldShowAdvancementProgressInPanel","Function","bool"
"0","FrontEndCreditsView","Type",""
"1","AccessSelf","Function",""
"1","OnBack","Function","void"
"1","Self","Function",""
"0","FrontEndLoadConfirmationWindow","Type",""
"1","AccessSelf","Function",""
"1","AnswerNo","Function","void"
"1","AnswerYes","Function","void"
"1","GetDesc","Function","CString"
"1","Self","Function",""
"0","FrontEndLoadView","Type",""
"1","AccessSelf","Function",""
"1","CanDoContinue","Function","bool"
"1","GetContinueSave","Function",""
"1","GetContinueSave","Promote","SaveGameItem"
"1","GetSaveGames","Function",""
"1","GetSelectedSavegame","Function",""
"1","GetSelectedSavegame","Promote","SaveGameItem"
"1","HasSelectedSavegame","Function","bool"
"1","OnBack","Function","void"
"1","OnConfirmContinue","Function","void"
"1","OnContinue","Function","void"
"1","OnDelete","Function","void"
"1","OnIncompatibleLoadConfirm","Function","void"
"1","OnIncompatibleLoadDeny","Function","void"
"1","OnLoad","Function","void"
"1","OnShowInvalidSavegames","Function","void"
"1","PreContinueSaveCheck","Function","void"
"1","Self","Function",""
"1","ShouldShowInvalidSavegames","Function","bool"
"0","FrontEndMainView","Type",""
"1","AccessLoadView","Function",""
"1","AccessLoadView","Promote","FrontEndLoadView"
"1","AccessSelf","Function",""
"1","GetBackground","Function",""
"1","OnCredits","Function","void"
"1","OnHost","Function","void"
"1","OnLoad","Function","void"
"1","OnLogin","Function","void"
"1","OnMultiPlayer","Function","void"
"1","OnNewGame","Function","void"
"1","OnQuit","Function","void"
"1","OnSettings","Function","void"
"1","Self","Function",""
"0","FrontEndMultiplayerView","Type",""
"1","AccessSelf","Function",""
"1","OnBack","Function","void"
"1","OnHost","Function","void"
"1","OnLoad","Function","void"
"1","OnNewGame","Function","void"
"1","Self","Function",""
"0","FrontMarker","Type",""
"1","AccessFront","Function",""
"1","AccessFront","Promote","Front"
"1","AccessSelf","Function",""
"1","GetFront","Function",""
"1","GetFront","Promote","Front"
"1","GetPosition","Function","CVector2f"
"1","OnInteractionClick","Function","void"
"1","Self","Function",""
"0","FrontPanel","Type",""
"1","AccessFront","Function",""
"1","AccessFront","Promote","Front"
"1","AccessSelf","Function",""
"1","GetFront","Function",""
"1","GetFront","Promote","Front"
"1","IsShowingBattles","Function","bool"
"1","Self","Function",""
"1","SortFirstCountries","Function","void"
"1","SortFirstParticipants","Function","void"
